OriginalTweet,Sentiment
"Walked into the Grocery store today and reality hit me like a ton of bricks. WinCo a place where shelves are always full, if you dont find it else where #Winco will have it. But today 70% shelves empty #coronavirus",Negative
Went into the grocery store a couple days back for a few things and I realized not many folks know how to cook cook! Aisle full of dry rice and dry beans ? I replenished my bean supplies and just laughed ? yall stay safe #coronavirus #covid19,Extremely Positive
"My son sent me this photo from a grocery store in Denmark. Smart &amp; easy way to keep people distanced in the checkout line. 
#coronavirus #COVID19 #SocialDistancing https://t.co/GtHAivWrAX",Extremely Positive
"No refried beans in the grocery store? Its personal now. Sleep with one eye open COVID-19, Im coming for you",Negative
"We have created a page on our website for the businesses to post their current business practices during this COVID-19 crisis. You can see who is open, what their hours are, if they are offering online shopping or https://t.co/MR7LqxSRU4",Negative
"People are stock piling toilet rolls and tinned food during this #coronavirus chaos, all the while, the financial market has crashed. Can't you people see that shares, stocks and #crypto are on sale at dirt bottom prices???!!! Y'all have your priorities wrong! #buybuybuy",Extremely Negative
".@QuintonLucasKC where are the Covid 19 tests?? My girlfriend has literally every symptom, has been with people from out of state and was denied a test because she hasn't traveled out of state. This is redicoulous and dangerous. I work in a grocery store and can not get testing",Extremely Negative
No more advertising making false claims around COVID 19 Consumer affairs ministry to set guidelines for advertising around Read more,Negative
"They say dont panic buy, but what if you resisted at the start of this then go to do a normal shop and theres nothing left? And what if shops close due to staff shortages?Please let this end soon! Stay safe, my friends ??? #coronavirus #StopPanicBuying",Extremely Positive
"Indian Railways on Tuesday cancelled 85 trains due to low occupancy with CoronaVirus scares from March 18 to April 1 &amp; increased the prices of the platform tickets from ?10 to ?50 in 250 stations.

#IndianRailways #SCR #Coronavirus #COVID19 #CoronavirusInIndia #MangoNews https://t.co/AUGW2LOikH",Negative
"Tale of two billionaires

-Roman Abramovich letting NHS Staff use The Millennium Hotel at Chelsea FC for self-isolation, he is covering all the costs, 

- Richard Branson expects U.K. taxpayers to spend billions to keep Virgin Atlantic afloat #Corvid19uk #coronavirus",Negative
"London Metal Exchange to temporarily suspend trading on  iconic open-outcry dealing floor for 1st time since #WorldWarII as #uk tries to limit spread of #coronavirus 
@LME_news plays key role in setting #Global benchmark prices for #copper , #Aluminum  @CNBCTV18Live @CNBC_Awaaz",Negative
"Not a lot of food left in the supermarket tonight.  

No eggs, meat, bread, milk, pasta or rice. Plus, of course, no toilet paper or disinfectant. 
Some frozen food, fruit and plenty of snacks. (Chips, chocolates etc) 

#sydney #coronavirus #COVID19au https://t.co/EcZg6KTV5q",Negative
The British Retail Consortium (BRC) said staff had been the victims of abuse in recent days but that retailers are working with the police to keep stores 'running as smoothly as possible'. That famous #BlitzSpirit eh. https://t.co/ivTiGQv1IH,Negative
"COVID-19 Lockdown Guide: How to Manage Anxiety and Isolation During Quarantine | Anxiety and Depression Association of America, ADAA https://t.co/bwY08xgEHN",Extremely Negative
REMINDER IT S ILLEGAL for a business to increase prices for essential goods services more than 10 during a declared state of emergency REPORT suspected to the DA s Consumer Protection Unit 619 531 3507 DETAILS,Extremely Negative
 It s a really sensible move because money is dirty It s a way of stopping people from touching it  ,Negative
"How to combat stockpiling. #BackToBasics - tough &amp; scratchy, it doubles as tracing paper. #ToiletPaper #Covid19UK #Coronavirus https://t.co/8yM1K6xHbE",Negative
"Twitter- my 84 y/o Grandpa is taking his also older friend to work at the grocery store because she has to go. ?Can y'all healthy, responsibly self-isolating, young folk get on @Nextdoor and the like to offer rides etc? #coronavirus #Takecareofeachother #Cleveland #ThisIsAMess",Extremely Positive
"« Well, officer, it is quite simple actually: I cycled up the hill to the supermarket to buy cats food, so I ticked all thé boxes ». #MaVieConfinee #confinementjour2 #COVID2019 #relax ?? https://t.co/WYRIReGhen",Negative
BREAKING NEWS: Alberta inflation rate outpaces Canadian average. https://t.co/QProSCM9pV #Alberta #inflation #consumers #prices #coronavirus #COVID19 #oilprices #Calgary #yyc #Edmonton #business #businessnews https://t.co/oA30OGEz2O,Neutral
#coronavirus got old ladies at the grocery store elbowing whats up instead of a hug or hand shake to say hi funny thing is your still touching that person lol,Extremely Positive
"Spare a thought for our amazing doctors and nurses. But also for the likes of supermarket workers: Just been in @Tesco #Guildford and it was like Christmas Eve. The new delivery of loo rolls almost gone and long queues, but staff just getting on with their jobs. #coronavirus",Extremely Positive
"The view from an open retail store in the virus #1:
People being upset that the Starbucks is closed so they have to suffer a day without Starbucks and complaining that we cant hang out.
#Virus #COVID19 #Coronavirus #Retail #RetailWorkers #CloseTheMalls",Extremely Negative
"A disabled woman in Houston, Texas, shot and killed an alleged home invader.
https://t.co/Y38v0WORJq",Extremely Negative
"My father is working at a Warehouse of a Supermarket in Italy. Apparently, one of his workmate, who happens to be an Indian national was sent back home for being symptomatic for Covid-19.",Neutral
"#Ulta #shutters #stores shortly after cutting #services, store hours https://t.co/uPEcwUXjz5 via @RetailDive #retail #cosmetics #pandemic #COVID-19 #layoffs #closures #brickandmortar #footprint",Negative
"Tweet
#CBD CANNOT CURE THE #CORONAVIRUS BUT IT CAN:
 ?  CURE CORONAVIRUS SYMPTOMS
 ?  EASE YOUR ANXIETY
 ?  BOOST IMMUNE SYSTEM
 ?  ACT AS A NATURAL PAINKILLER
*prices have been reduced at this difficult time to help everyone*
https://t.co/WrLHYzqYc0 .... https://t.co/G9Cg6u7y55",Extremely Positive
"#CBD CANNOT CURE THE #CORONAVIRUS BUT IT CAN:
 ?  CURE CORONAVIRUS SYMPTOMS
 ?  EASE YOUR ANXIETY
 ?  BOOST IMMUNE SYSTEM
 ?  ACT AS A NATURAL PAINKILLER
*prices have been reduced at this difficult time to help everyone*
https://t.co/WrLHYzIzAA https://t.co/O2moxigUSp",Extremely Positive
"#CBD CANNOT CURE THE #CORONAVIRUS BUT IT CAN:
 ?  CURE CORONAVIRUS SYMPTOMS
 ?  EASE YOUR ANXIETY
 ?  BOOST IMMUNE SYSTEM
 ?  ACT AS A NATURAL PAINKILLER
*prices have been reduced at this difficult time to help everyone*
https://t.co/WrLHYzIzAA #keep safe . https://t.co/6eyhnQQAeW",Extremely Positive
"Just went to supermarket and if anything it's worse after the PM said #StopHoarding. Almost every shelf (containing food) stripped bare ?
#panicshopping #auspoI #panic #COVID19au #coronavirus",Negative
How will volatility in #oil prices caused by #Coronavirus the #cargo and #shipping industry? https://t.co/qNoaZ3S0kN via @MarshGlobal https://t.co/RK0z6He7Sv,Neutral
#uk #COVID2019 @BorisJohnson @GOVUK #StayAtHome @Tesco @sainsburys @Ocado #shopping #COVID2019uk #COVID19 there is no way to order online delivery in any major supermarkets. All slots are taken till 06.04. what am I supposed to do now? ?,Negative
"via @PerilofAfrica Food producers worry if supply chain can handle COVID-19 without migrant workers: Canada's top grocers say they are able to keep up with demand amid the COVID-19 outbreak, but some food producers are expressing concern over the impact https://t.co/lzqaVjFbw9 https://t.co/xNLCszuLZj",Negative
"via @PerilofAfrica  Covid-19: Consumer Goods Giant Faces Boycott Calls for Raising Soap, Hand Sanitiser Prices: New Delhi (Sputnik): While the uptick in coronavirus cases across the world has led to a sharp decline in the global economy, wreaking havoc https://t.co/3fQucMeWzc https://t.co/sLammiHWoQ",Negative
Due to not being able to earn a living as a cabbie my new business venture I will be renting out my dogs for walks during our pending #lockdownuk chubby one is £3 shes a lazy fucker slim one is £5 very energetic ?#covid19UK #CoronavirusOutbreak #coronavirus #taxi https://t.co/unauPV9Byp,Negative
"Pande-fucking-monium in Morrisons Hastings. 

And worse still, not a frigging aubergine in *any* grocery store in town! 

Stop stockpiling ? you nutters. 

Dont you understand some of us have apricot harissa roasted vegetables to prepare for dinner in this #coronavirus crisis?!",Extremely Negative
"Some grocery and drug store chains are reserving special shopping hours for seniors and those with disabilities and/or underlying medical conditions during the COVID-19 emergency.
https://t.co/RzJ2mCMMsp
#Vancouver #coronavirus #CoronavirusOutbreak #vanpoli",Neutral
Every grocery store worker should get a temporary increase in pay during this entire ordeal. We are the ones that are most likely to be infected and then in turn infect someone else with COVID-19.,Negative
"We are told that Paracetamol should be taken if we show symptoms of Covid-19.
All supermarket shelves are empty.
My local large pharmacy have none in stock.
The on line stores are also posting out of stock notices.
What can we ""over 70's"" do?https://t.co/8umkbJGBy2",Negative
Usually Im shopping for a designer purse or a fashion item online after work. Now Im hunting for toilet paper. This is what its come to in this #coronavirus quarantine.,Neutral
"Maybe this COVID-19 crisis will move our churches from
 a consumer mentality (I go to church and expect my needs and my familys needs to be met) to a biblical mentality  (We are the church and we are empowered to make disciples)!",Extremely Negative
"Just popped into the supermarket for a normal shop - shocked by what I saw. Ive seen pictures, but when you see it for yourself its disappointing. A lots changed in a week! #Covid_19 https://t.co/PjidWj3S8l",Extremely Negative
Governor Sisolak labels essential services as police fire transit and healthcare pharmacies banks grocery store and gas stations plus businesses that supply food shelter or social services for disadvantaged population,Extremely Negative
"Stuck in the house? Do some online shopping w/ Mountaineer Brand! Get?20% OFF?when you use my #code : MARYANNFISHING @ https://t.co/x2oBDEQuRS 

#skincare #health #allnatural #beards #CoronaVirusChallenge #coronavirus #COVID2019 
#TrumpPandemic #DearBernie #SocialDistanacing https://t.co/ETvP4UsCjV",Negative
"I asked the cashier at the grocery store why it was so busy as a joke. She thought I was serious, so I let it ride until I left. She's going to be telling everyone for months that she helped someone who had no idea what #COVID2019 was. That counts as making a difference, right?",Neutral
Tried twice this week to buy toilet paper from 3 different places and none available. Looked to order online shopping and there's already a 2-3 week delivery timeframe. Not going well this..... #coronavirus,Negative
"""Can you see over the sea?"" @Telegraph ?
?
Click on the link in bio to subscribe to my weekly newsletter ??
?
#lol #cartoons #cartoon #sketch #drawingoftheday #comics https://t.co/7LHRDsJj0S",Neutral
"@piersmorgan @GMB I am a manager for a supermarket chain, we are put at risk with vast numbers of the general public entering branches. When do we limit(police)  how many customers come into supermarkets? #COVID2019 #ASKDRH",Negative
"@eBay_UK only 14 days ago you sent out an email explicitly warning sellers about inflating prices and profiting from tragedies, such as #coronavirus
So please can you explain why youre allowing such blatant profiteering on fixed price listings of toil",Negative
For those struggling to buy groceries FYI B amp M and home bargains stores seem to be fully stocked with food they ve been overlooked by the panic buyers,Negative
"Covid-19 has created inconveniences for everyone, but my grocery store trip for essentials revealed an unanticipated bright spot. It was absent the guilt fortress of Girl Scouts blocking both entrances/exits. Theres that silver lining. @gordonkeith @MikeSirois",Negative
"Is London about to be locked down? All the rumours/ chat from major's office and home office seems to indicate that London-specific legislation is coming down the pipe to lock down anything that's not a supermarket or pharmacy, and restrict travel...
#londonlockdown #coronavirus",Negative
"A statement from @AmericanGaming's Casey Clark on the devastating implications of the #coronavirus on the gaming industry. As of Wed afternoon, the U.S. economy could lose $21.3 billion in direct consumer spending if 635 shuttered casinos remain closed for the next eight weeks. https://t.co/VQD0u2BYnn",Extremely Negative
I've actually noticed that driving in supermarket carparks is more dangerous since Covid 19 arrived! ? https://t.co/ApSMwK1dur,Negative
"Potential government stimulus plans are still being worked out. In the meantime, the FTC released some plain language fraud prevention tips for those who may receiving checks/direct deposits in the near future. #stimulus #coronavirus
https://t.co/1j00pWPwHc",Negative
"Sending a special thank you to all healthcare professionals, grocery store workers, and frontliners in our fight against COVID-19. I am grateful for your service and compassion during these challenging times. https://t.co/18r4fUx9iy",Extremely Positive
"@CMAgovUK 
Greedy shopkeepers, sticking prices over the marked prices due to #covid19 #coronavirus https://t.co/CLnkDJhofi",Negative
"COVID-19 panic buying prompts new laws so Queensland supermarkets can restock all hours - ABC News (Australian Broadcasting Corporation) https://t.co/Z89MbKEZ0J, see more https://t.co/LSr51ckYOR",Negative
"Global supply chains, because they are longer, they are more likely to be disrupted than domestic supply chains, says Miguel Gomez, associate professor of applied economics &amp; policy via @Marketplace. @CornellCALS #SupplyChains https://t.co/C37KAjgRTg",Neutral
How COVID-19 Outbreaks Correlate To A Surge In VPN Usage: One of the interesting -- but probably not surprising -- changes in consumer media behavior related to the spread of the COVID-19... https://t.co/mRWps0Glr5 @mp_joemandese https://t.co/7Y9bEyA0aq,Negative
Food shopping is hard enough when you have kids with terrible food so if you don t have any intolerances please stop panic buying things you don t need,Extremely Negative
"Which #smallbusinesses in #Toronto are selling #giftcards online? Going to get a head start on Christmas shopping.

Gift card purchases could help small businesses cope with COVID-19: experts https://t.co/ZwvTTqfOuo",Extremely Positive
"The Consumer Brands Association,whose members include Target &amp; Clorox, has also been talking with USTR and the State Dept. about export bans/limits on critical COVID-19 items, like generic painkillers and masks, in other countries. It could get real scary. https://t.co/Uk1zzdwQgC",Negative
"The Michigan-based supermarket @meijer, which operates 242 stores in the Midwest, announced it will stay open 24 hours amid the COVID-19 outbreak, per the letter sent out March 17. https://t.co/2fUAuhLaYu",Neutral
Ag #economist Derrell Peel says #market recovery from #coronavirus impact could be lengthy Read more (and listen) @brownfield https://t.co/51Ux1NalDN #agnews #topstory #markets #cattlemarkets #farmincome #prices #COVID19,Neutral
"On behalf of anyone and everyone who has a loved one in the high risk group (or who simply has a heart): screw you, spring break morons. https://t.co/o3ohiX6XfN",Neutral
@boy_mathaithai @MzwaneleManyi @idriselba Panic buying of tinned food and toilet paper is selfish. And stupid. So is wasting precious Covid-19 test kits if you dont need them.,Extremely Negative
Online window shopping cause Covid-19 has me stressed and broke,Extremely Negative
"""A supermarket chain in Australia opened earlier than usual, giving the elderly and disabled a dedicated hour to shop amid the #Coronavirus pandemic, before stores opened to the general public."" https://t.co/XMkG44kGKP",Extremely Positive
"MessageWrap is 99.99% effective against COVID-19! With MessageWrap, shoppers are more protected at the highest traffic area of the store... the checkout. We just received this news from our independent antimicrobial testing facility. #clean #coronavirus #supermarket #messagewrap https://t.co/y7o53f4cMD",Extremely Positive
#coronavirus got the gas prices down too ?in Jacksonville gas $1.77 a gallon,Neutral
Just hit the grocery store for the first time since COVID-19...guess Im a vegan now ?,Neutral
"@trib @CarnivalCruise @flightcentreAU And its also a breach of Consumer Law which their state consumer affairs body would be interested in, as theres an ACL violation in the offing: https://t.co/pGCCMGk3x8",Negative
"#BREAKING Confirmed #coronavirus cases pass 200,000, more than 8,000 people have died. EU countries have begun turning away travellers from outside the bloc. Share prices fall in Europe and Asia as stimulus packages fail to reassure markets #COVID19 https://t.co/Xhs1HpCMfS",Negative
"https://t.co/tUKyiOjxLV

I awoke at 3.30 this morning; I'd been lying there thinking about Chinese responsibility, how that connects to our individual responsibility: greed, self-centredness, wilful myopia, consumer culture. #FlattenTheCurve",Extremely Negative
"My mother-in-law went to the supermarket this morning, she came back &amp; had that sad look on her face, I asked what was wrong: siete degli animali (you are animals)! Empty supermarket! Our social conscience = ZERO! Hard to argue against it! #Supermarkets #Corvid19uk #COVID2019",Extremely Negative
"Wondering why there are no eggs in the supermarket? It's because I bought them all to make this soufflè. 

Only through the consumption of aerated eggs can I overcome my COVID-19. #frenchfood #panicbuying #corona https://t.co/5jzm35PIhr",Negative
"How about consumer protections?? Still waiting for @AmericanAir to refund my airfare for a trip I had to cancel due COVID-19.

Coronavirus airline aid must include worker protections, unions say https://t.co/0z8Zjs4zfl",Negative
"Some of the shelves in my local grocery store.
So many DOOMers panic buying, and the store doesnt have rationing in place.
#coronavirus https://t.co/dMZo1o2pAe",Negative
Grocery stores are struggling to keep up their stock of goods as shoppers clear shelves of food in supplies in anticipation of having to self-isolate to stem the spread of the COVID-19 virus. https://t.co/AnTsRYFvpc,Negative
"The people on TV are only saying ""wash your hands"" but I have better instructions: DRINK IPA BEERS AND USE CBD OIL. Go to the store like a gas station or grocery store and look for beer that says IPA and look for CBD Oil, it's a little vial bottle with drops.
#Coronavirus",Extremely Positive
"to find food for due to panic buying and hoarding. My wife will inevitably end up caring for people struggling with COVID-19, which will mean isolating herself in our home from me, our daughter and our dog. This will affect us all in varying degrees, but it is going to 2/x",Negative
"Views of a grocery store employee before they open the front doors. 
#coronavirus #COVID?19 #CoronavirusOutbreak #CoronaVirusUpdate #COVID19 https://t.co/BQUya9fGa5",Neutral
"Got a notification from Amazon that my normal shipment of rice is delayed. Went to see if I could order from a different seller. Prices are 2-3x normal, and most are backordered.  #coronavirus ?",Negative
"COVID-19 pandemic ??
Stock up on food ??
Close museum ??
Earthquake ??

Seriously, whats next?!?

#earthquake #COVID19",Negative
"@Ryanair I'm trying to change flights.The flight prices when changing is dearer than making a new booking,A return flight is cheaper than the price of one of my flights.If this is to compensate for your ""no change fee"" shame on you. Why? At these times #C",Negative
Egypt cuts dividend tax and energy prices to soften #coronavirus impact https://t.co/GvNVDaxTGj,Neutral
If workers at a grocery store are essential service workers why the Hell are they being paid minimum wage?!?! #coronavirus,Extremely Negative
"Bus loads of city folk bringing #coronavirus to small country towns, on their #foodhoarding shopping raids...in medieval Europe wealthy people spread the Black Death to the country side as they sought to escape the cities where disease was rampant.  #StopPanicBuying",Negative
After loads of emails from companies over the last few days saying how they will help customers during #coronavirus #Sky show their true colours and increase prices #NoShame #NoSense #CancelSky https://t.co/8mRz0kDmez,Extremely Positive
"Hey @maddow , @MSNBC , @chrislhayes , @AriMelber - I'd like to highlight how @HEB is stepping up to help the local community in Austin and around TX  to keep food on the shelves.  They'e more than a grocery store here in Texas.  They're family. 

#HEB
#COVID2019 
#coronavirus",Extremely Positive
"COVID-19 BOYCOTT LIST ? - Ive created a black book.Every retailer that tries to rip the public off by bumping up prices goes in it.They will lose my custom forever, and receive shite publicity! We need to come together not rip each other off. #nameandshame #coronavirus",Negative
"Dont let a fear of the coronavirus COVID-19 to keep you from eating fresh fruits and vegetables. Consumer resources are available to keep you informed and help guide you to nutritious choices in difficult times. Keep up to date here:
https://t.co/tteS5CmZ34 https://t.co/B60XA98cNu",Negative
"##CoronaVirus Log Day #2 -
My laptop ran out of battery - but my family did not try to interrupt me during conference calls.

My daughter asked me for $60 to see if the local grocery store had  pasta or chicken.

It did not.

She kept the money.

We struggle on.

#Roc",Negative
Here are 7 Things You Should Stock Up on for Isolation via,Negative
"Yes Im 29 years old, and yes my mom wont let me get out of the car and is making me sit in the parking lot while she grabs a few things at the grocery store #quarantine #coronavirus",Extremely Positive
"One of the worst things about all of this is I cant food shop before school and after school the shelves are EMPTY. People of London, STOP PANIC BUYING. #COVID2019 #coronavirus #coronavirusuk #willieverhaveloorollagain",Extremely Negative
Also trying to figure out how its no food on the shelves at the grocery store but somehow Ive spent $491 on groceries this week already ? #COVID-19 #noImNotHoarding,Negative
#IKEA closing all US stores due to the #coronavirus https://t.co/TSKQ0SqHLm,Neutral
"If American #farmers dont have full access to immigrant #labor, @FarmBureau said agriculture could see a loss of up to $10 billion in sales. #COVID19 

For @MichFarmBureau: 

https://t.co/8HizYJevmP",Negative
"With the outbreak of #COVID2019 cases in #Balochistan, grocery stores are facing uncontrolled consumers and potential supply-chain shortages. Govt should take serious measures to ensure availability of groceries &amp; at normal prices.
@DcQuetta @jam_kamal",Negative
"Dear person who asked me where the baby wipes are, If you have to ask, YOU DONT NEED BABYWIPES! People like you are why I cant find wipes for my toddler. #coronavirus #StopPanicBuying",Extremely Positive
Bipartisan outcry over reports of extensive price gouging on consumer health products due to COVID-19 pandemic: @RepJerryNadler @JimPressOffice (Gop Rep sensenbrenner) @JoeNeguse @davidcicilline call on @TheJusticeDept to intervene https://t.co/IdUqXl5JXF,Negative
"What are your favourite local small businesses that have online shopping or take out/delivery? After Snowmaggedon and now COVID-19 shut downs and social distancing, I am nervous we're going to lose even more...who should we be supporting? We need to bring each other up.",Negative
@chrissyteigen The First Lady is an awe inspiring role model of grace and diplomacy. You are a vulgar swine who should follow her role model or at least that of other positive entertainers! https://t.co/WVk7fFqDCC,Extremely Positive
I see yall complaining about everything else EXCEPT them gas prices ?? #coronavirus,Negative
Beware of Products Touting False Coronavirus Claims - Consumer Reports https://t.co/0r9zLqDzMS,Negative
"WE CAN HELP??

If you are in self-isolation and need help collecting medical prescriptions, grocery items or getting letters to the post office. Please contact us and we will try to help or find someone who can.

#covid19 #coronavirus #goldersgreen #hampsteadgardensuburb #nw11 https://t.co/Tv1Ipti6FQ",Extremely Positive
"NEW: As of Wednesday morning, U.S. #consumerconfidence is at 100.96, falling 2.2% from the day before.

This is a new low point since we began tracking over two years ago. Since January 1, confidence has fallen 12.28%. #coronavirus

https://t.co/kuwIpF1KQW https://t.co/NI251eU3Tq",Negative
"Could Coronavirus vacancies push AirBnB owners to convert them into long-term rentals? Might these apartments be sold?
.
.
#ToRe #VancouverHomes #VancouverRealEstate #OnPoli #SmartCities #HappyCities #COVID_19 #Coronavirus
https://t.co/bbQxGBITF8 https://t.co/bsZo4ckmDe",Neutral
"#Coronavirus : Ocado closes online store due to staggering demand. Ocado said no new orders would be allowed ""for the next few days"" and no customers could edit existing orders. https://t.co/2Rk9PoX5jm",Negative
"To anyone selling Calpol on eBay at hugely overinflated prices- may a Honey Badger set up camp inside your anus and eat its way out, upwards. Fucking cunts. #covid19uk #coronavirus #stockpiling",Extremely Negative
Order sanitizers online from They ve a great website and e commerce shopping experience Stay safe from,Extremely Positive
"#NewsUpdate on #Covid_19 
The epicenter has now moved to your local grocery store.
Further updates to follow, but for now, we are recommending only visiting if you actually NEED something.
#CoronaVirus #NEWS",Neutral
"Nows the BEST chance for businesses (new/small/online/big) to boost their marketing efforts. As a consumer it would be best to remain cautious, but take advantage! 
#smallbusiness #BusinessContinuity #businessgrowth #businessnews #covid2019 #CoronaVirus",Extremely Positive
"The corona virus is probably the greatest marketing scheme I ever seen. Best way to get rid of old stock is to tell everyone the world is ending lmaooo. Stay safe out there. Ill tell you what, when the new stock comes in it will be fresh as hell. 
#corona #covid_19 #supermarket https://t.co/TnnbHUP9YY",Extremely Positive
Amazon Is Hiring 100 000 Workers to Handle the Increase in Online Shopping The copmpany will expand its warehouse and delivery force to cope with increased demand amid the pandemic,Extremely Positive
"I'm definitely telling everyone if I test positive for Covid-19. Like everyone, tweeps, colleagues, nearby supermarket, my neighbors and every other place I remember going to.",Extremely Positive
"??#India .. Cow Urine Cow Dung prices gone higher than milk?????? _Rs 500 per Kilo. Now Time to start new business... ?
#covidindia
#CoronaInPakistan 
#coronaPakistan
#StayAtHomeChallenge 
#coronavirusindia 
#COVID2019 https://t.co/4nvCJQny3G",Neutral
"The nature of the life style is spreading COVID 19.Down here in remote area where I'm found p'ple fetch water from dams,whel,swamps collect food from garden and orchard unlike Asian USA,Europ where eadible are collected from supermarket,For that reason COVID 19 is African's meat. https://t.co/hpT5xgs0rW",Neutral
"Oil prices are plunging even more today. bad news for Canada. ?
#coronavirus #COVID2019 https://t.co/0jMj1Gpol0",Negative
"Loonie likely to dip below 70 cents US as #coronavirus impact lingers. Despite all the ups and downs in markets, currency experts expect the loonie to keep losing value as the country's economy struggles and oil prices plunge. #Covid19  #Cdnpoli #NLpoli 
https://t.co/uBwldUV034 https://t.co/7bvCbYe5NK",Negative
"COVID-19 scams:
Private companies offering fast COVID-19 testing.
People pretending to be a nurse offering your COVID-19 results if you give credit card info.
Consumers purchasing large amounts of products to resell at high prices
Fraudsters urging people to invest in new stocks",Extremely Negative
"The pound has dropped from $1.32 a week ago to $1.15 today, the lowest it has been in over 30 years. The Dow Jones just plummeted to 19,200 and oil prices fell to $20 for the first time in 18 years. #coronavirus",Negative
"If we contemplate this pendemic, people will not die of #Coronavirus but die of fear/panic, no money to get drugs, food &amp;other complications.
Our brother lender, China is battling seriously of #COVID19. No serious measure from FG. Setting up committee cannot cut it
#nysc",Extremely Negative
@realDonaldTrump You know bars and restaurants are open oh and by the way the virus is called COVID-19. Leadership we need leadership. The stock markets reflect consumer confidence your lack of leadership is hurting everyone.,Negative
When one havent got the money to stock food such as bags of rice and all those perishable goods so just how can one survive during this Coronavirus Pandemic? Our Father King Divine Yahuah @OurDivineYahuah who at in Heaven we look up to Him to provide our needs. #coronavirus,Extremely Positive
The originally spread at a food market now the U S closing like every public business like and besides and now the grocery stores are packed because people are panic shopping what could go wrong Not even gonna think about it  ,Negative
"Price gouging and other illegal scams are common during emergencies like #COVID19. 

Learn what your AG is doing to protect consumers at https://t.co/8AsfML1VOj. https://t.co/hGIXDxM67f",Negative
"NCIS, civilian law enforcement, as well as external government agencies have noted multiple attempts to scam the public regarding COVID-19.
Learn more about how to avoid COVID-19-related scams at https://t.co/2rf0xb3zD8 https://t.co/ZyA2thZ19Q",Extremely Negative
"#navycapital : ? #VCCirclePremium
#Coronavirus prompts online-only shift among #consumer #startups, especially #restaurants
https://t.co/q9yLhKpljX",Neutral
Updated: Heres a list of Southern California grocery stores that have reserved shopping hours for seniors. https://t.co/VkC55JcbZ3,Neutral
@Robhandfield told @WRAL the grocery store supply chain is solid and that there is no need for mass shopping amid the COVID-19 outbreak. Read more here --https://t.co/qXqsbQwcTp,Negative
#NCTECHmember @TrendMicro offering six months free access to consumer security product during #COVID19 pandemic. Learn more about this and other #MembersHelpingMembers and learn how to add yours. https://t.co/ooCREGNvIW https://t.co/bNQDkPMedg,Extremely Positive
"Working in a grocery store, I get to see all the problematic social behavior in relation to Covid-19. STOP PUTTING YOUR FUCKING HANDS ON EACH OTHER. I watched someone put their hands all over a baby's face. Stop that shit. If you don't NEED anything from the store, DON'T GO.",Extremely Negative
"The Ministry of @RwandaTrade has fixed food prices in order to prevent markets from hiking them during the #coronavirus outbreak.

The list of foods whose prices have been fixed are attached to this tweet. 
what happen to Uganda wle other counties  a brushing the  other things https://t.co/JDhhMWMzLQ",Neutral
Sadly there are #Scammers trying to take advantage of fears and misinformation surrounding COVID-19. Take a few mins here to arm yourself with some helpful info from the @FTC &amp; the @US_FDA. https://t.co/IGmDZxBtzu,Negative
in Arrive in an international flight take a domestic flight drive to a grocery store do some shopping go home for self isolation World s stringent regulation   We are waiting a debacle now Pray for us,Negative
"People in London are working in cafes, not at home. One cafe  owner tells me that takings have shot up to over double usual daily amount
This is not social distancing, it is irresponsible behaviour and the price to pay for such selfishness will be severe for us all #coronavirus",Extremely Negative
I have just received an email from @SkyUK informing me that are increasing their call prices. How considerate of them given the majority of the country is working from home due to a GLOBAL CRISIS #welldonesky #coronavirus #cashinginonacrisis ??,Negative
"Feel free to read my rant on Facebook about the selfish bastards stockpiling food...

https://t.co/qOfIArS7uB

#coronavirus #panicbuying #StopPanicBuying",Extremely Negative
"Never thought I would be grateful to #Walmart which delivered me 3 HUGE packs of #Charmin toilet paper at regular prices.  If this is more than we need Ill let you know so you can DM me if youre nearby. 

Today felt like #Christmas 

Dang, this is what #coronavirus does to us https://t.co/he8kHYaYnU",Extremely Positive
"Declaring a local state of emergency includes power to distribute essential supplies, evacuate people and animals, enter buildings without warrant, fix prices for essential supplies #yegcc #yeg #coronavirus",Negative
Laughlin says fixing prices not necessary yet as Edmontonians and the business community work together #yegcc #yeg #coronavirus,Neutral
Report #PriceGouging Now! #NYC CONSUMER AFFAIRS: Price Gouging is ILLEGAL for ANY Item or Service Needed to Limit the Spread of COVID-19.. more resources here https://t.co/h0oLgCzShO @ChasingNews @fox5ny @My9NJ @billspadia https://t.co/cpCa1Uc5Y3,Extremely Negative
We've reached the point where you have to be more wary of Coronavirus Twitter.  It's become more of a free-for-all and Twitter sentiment has gotten more detached from the (mostly quite bad but also quite complicated) evidence. Curate a feed with more epidemiologists/specialists.,Negative
"Dortmund Ultras have released a statement offering to do grocery shopping and other chores for any elderly or ill people forced to stay at home due to #coronavirus. VfB Stuttgart fans have also done the same in the last few days. 

Absolutely brilliant. ?? https://t.co/9f4E9sa1tj",Negative
"I have registered my sisters details in the Government portal for persons coming from abroad. I appeal all of you to also register details about your family members and friends coming from abroad. This will help protect #Odisha from #CoronaVirus

#Register4Covid19SafeOdisha",Extremely Positive
BREAKING NEWS The Ministry of @RwandaTrade has fixed food prices in order to prevent markets from hiking them during the #coronavirus outbreak.,Neutral
"? CW: Food, COVID-19, Coronavirus

So far, in the grocery store I have seen a woman panic buying poptarts and a man on the floor grabbing every box of a thing before putting them all back.",Negative
